reaction_handle,catalyst_id,imine_id,thiol_id,product_id,selectivity_ee_percent,selectivity_ddGact_kcal
246_vi_3_D,246_vi,3,D,3_D,16,0.19121872
246_vi_3_E,246_vi,3,E,3_E,4,0.047419225
246_vi_4_A,246_vi,4,A,4_A,10,0.118882146
246_vi_4_B,246_vi,4,B,4_B,-6,-0.07117638
246_vi_4_C,246_vi,4,C,4_C,-2,-0.023700122
246_vi_4_D,246_vi,4,D,4_D,0,0
246_vi_4_E,246_vi,4,E,4_E,6,0.07117638
246_vi_5_A,246_vi,5,A,5_A,8,0.094990842
246_vi_5_B,246_vi,5,B,5_B,0,0
246_vi_5_C,246_vi,5,C,5_C,2,0.023700122
246_vi_5_D,246_vi,5,D,5_D,10,0.118882146
246_vi_5_E,246_vi,5,E,5_E,10,0.118882146
249_i_1_A,249_i,1,A,1_A,84,1.446905122
249_i_1_B,249_i,1,B,1_B,48,0.619656928
249_i_1_C,249_i,1,C,1_C,50,0.650844341
249_i_1_D,249_i,1,D,1_D,70,1.027619382
249_i_1_E,249_i,1,E,1_E,82,1.370652975
249_i_2_A,249_i,2,A,2_A,82,1.370652975
249_i_2_B,249_i,2,B,2_B,80,1.301688683
249_i_2_C,249_i,2,C,2_C,42,0.530447043
249_i_2_D,249_i,2,D,2_D,54,0.715832618
249_i_2_E,249_i,2,E,2_E,80,1.301688683
249_i_3_A,249_i,3,A,3_A,78,1.238605308
249_i_3_B,249_i,3,B,3_B,40,0.50195963
249_i_3_C,249_i,3,C,3_C,46,0.589238334
249_i_3_D,249_i,3,D,3_D,74,1.126173688
249_i_3_E,249_i,3,E,3_E,78,1.238605308
249_i_4_A,249_i,4,A,4_A,82,1.370652975
249_i_4_B,249_i,4,B,4_B,42,0.530447043
249_i_4_C,249_i,4,C,4_C,46,0.589238334
249_i_4_D,249_i,4,D,4_D,82,1.370652975
249_i_4_E,249_i,4,E,4_E,78,1.238605308
249_i_5_A,249_i,5,A,5_A,76,1.180363548
249_i_5_B,249_i,5,B,5_B,38,0.474009916
249_i_5_C,249_i,5,C,5_C,40,0.50195963
249_i_5_D,249_i,5,D,5_D,74,1.126173688
249_i_5_E,249_i,5,E,5_E,78,1.238605308
251_vi_1_A,251_vi,1,A,1_A,88,1.630075694
251_vi_1_B,251_vi,1,B,1_B,46,0.589238334
251_vi_1_C,251_vi,1,C,1_C,44,0.559521771
251_vi_1_D,251_vi,1,D,1_D,90,1.744356465
251_vi_1_E,251_vi,1,E,1_E,82,1.370652975
251_vi_2_A,251_vi,2,A,2_A,86,1.532416977
251_vi_2_B,251_vi,2,B,2_B,60,0.82127412
251_vi_2_C,251_vi,2,C,2_C,62,0.859020901
251_vi_2_D,251_vi,2,D,2_D,86,1.532416977
251_vi_2_E,251_vi,2,E,2_E,88,1.630075694
251_vi_3_A,251_vi,3,A,3_A,86,1.532416977
251_vi_3_B,251_vi,3,B,3_B,56,0.749811199
251_vi_3_C,251_vi,3,C,3_C,62,0.859020901
251_vi_3_D,251_vi,3,D,3_D,86,1.532416977
251_vi_3_E,251_vi,3,E,3_E,80,1.301688683
251_vi_4_A,251_vi,4,A,4_A,88,1.630075694
251_vi_4_B,251_vi,4,B,4_B,46,0.589238334
251_vi_4_C,251_vi,4,C,4_C,58,0.78491768
251_vi_4_D,251_vi,4,D,4_D,84,1.446905122
251_vi_4_E,251_vi,4,E,4_E,84,1.446905122
251_vi_5_A,251_vi,5,A,5_A,80,1.301688683
251_vi_5_B,251_vi,5,B,5_B,52,0.682875064
251_vi_5_C,251_vi,5,C,5_C,52,0.682875064
251_vi_5_D,251_vi,5,D,5_D,88,1.630075694
251_vi_5_E,251_vi,5,E,5_E,80,1.301688683
253_i_1_A,253_i,1,A,1_A,99,3.135881082
253_i_1_B,253_i,1,B,1_B,84,1.446905122
253_i_1_C,253_i,1,C,1_C,84,1.446905122
253_i_1_D,253_i,1,D,1_D,98,2.722259512
253_i_1_E,253_i,1,E,1_E,96,2.305607943
253_i_2_A,253_i,2,A,2_A,98,2.722259512
253_i_2_B,253_i,2,B,2_B,76,1.180363548
253_i_2_C,253_i,2,C,2_C,78,1.238605308
253_i_2_D,253_i,2,D,2_D,98,2.722259512
253_i_2_E,253_i,2,E,2_E,99,3.135881082
253_i_3_A,253_i,3,A,3_A,99,3.135881082
253_i_3_B,253_i,3,B,3_B,78,1.238605308
253_i_3_C,253_i,3,C,3_C,80,1.301688683
253_i_3_D,253_i,3,D,3_D,99,3.135881082
253_i_3_E,253_i,3,E,3_E,99,3.135881082
253_i_4_A,253_i,4,A,4_A,99,3.135881082
253_i_4_B,253_i,4,B,4_B,80,1.301688683
253_i_4_C,253_i,4,C,4_C,84,1.446905122
253_i_4_D,253_i,4,D,4_D,99,3.135881082
253_i_4_E,253_i,4,E,4_E,98,2.722259512
253_i_5_A,253_i,5,A,5_A,98,2.722259512
253_i_5_B,253_i,5,B,5_B,76,1.180363548
253_i_5_C,253_i,5,C,5_C,78,1.238605308
253_i_5_D,253_i,5,D,5_D,96,2.305607943
253_i_5_E,253_i,5,E,5_E,98,2.722259512
262_vi_1_A,262_vi,1,A,1_A,22,0.265091872
262_vi_1_B,262_vi,1,B,1_B,-10,-0.118924027
262_vi_1_C,262_vi,1,C,1_C,0,0
262_vi_1_D,262_vi,1,D,1_D,10,0.118924027
262_vi_1_E,262_vi,1,E,1_E,10,0.118924027
262_vi_2_A,262_vi,2,A,2_A,20,0.240291904
262_vi_2_B,262_vi,2,B,2_B,-10,-0.118924027
262_vi_2_C,262_vi,2,C,2_C,2,0.023708472
262_vi_2_D,262_vi,2,D,2_D,22,0.265091872
262_vi_2_E,262_vi,2,E,2_E,26,0.315409117
262_vi_3_A,262_vi,3,A,3_A,20,0.240291904
262_vi_3_B,262_vi,3,B,3_B,-8,-0.095024306
262_vi_3_C,262_vi,3,C,3_C,-4,-0.04743593
262_vi_3_D,262_vi,3,D,3_D,24,0.290122313
262_vi_3_E,262_vi,3,E,3_E,16,0.191286085
262_vi_4_A,262_vi,4,A,4_A,52,0.683115634
262_vi_4_B,262_vi,4,B,4_B,-6,-0.071201455
262_vi_4_C,262_vi,4,C,4_C,12,0.142920534
262_vi_4_D,262_vi,4,D,4_D,28,0.340979638
262_vi_4_E,262_vi,4,E,4_E,24,0.290122313
262_vi_5_A,262_vi,5,A,5_A,34,0.419693662
262_vi_5_B,262_vi,5,B,5_B,-20,-0.240291904
262_vi_5_C,262_vi,5,C,5_C,4,0.04743593
262_vi_5_D,262_vi,5,D,5_D,16,0.191286085
262_vi_5_E,262_vi,5,E,5_E,24,0.290122313
276_i_1_A,276_i,1,A,1_A,96,2.305607943
276_i_1_B,276_i,1,B,1_B,74,1.126173688
276_i_1_C,276_i,1,C,1_C,74,1.126173688
276_i_1_D,276_i,1,D,1_D,94,2.059324464
276_i_1_E,276_i,1,E,1_E,96,2.305607943
276_i_2_A,276_i,2,A,2_A,94,2.059324464
276_i_2_B,276_i,2,B,2_B,84,1.446905122
276_i_2_C,276_i,2,C,2_C,80,1.301688683
276_i_2_D,276_i,2,D,2_D,96,2.305607943
276_i_2_E,276_i,2,E,2_E,98,2.722259512
276_i_3_A,276_i,3,A,3_A,96,2.305607943
276_i_3_B,276_i,3,B,3_B,76,1.180363548
276_i_3_C,276_i,3,C,3_C,80,1.301688683
276_i_3_D,276_i,3,D,3_D,96,2.305607943
276_i_3_E,276_i,3,E,3_E,99,3.135881082
276_i_4_A,276_i,4,A,4_A,99,3.135881082
276_i_4_B,276_i,4,B,4_B,72,1.075421434
276_i_4_C,276_i,4,C,4_C,76,1.180363548
276_i_4_D,276_i,4,D,4_D,99,3.135881082
276_i_4_E,276_i,4,E,4_E,96,2.305607943
276_i_5_A,276_i,5,A,5_A,92,1.882755521
276_i_5_B,276_i,5,B,5_B,74,1.126173688
276_i_5_C,276_i,5,C,5_C,68,0.982374193
276_i_5_D,276_i,5,D,5_D,96,2.305607943
276_i_5_E,276_i,5,E,5_E,98,2.722259512
286_vi_1_A,286_vi,1,A,1_A,89,1.684766167
286_vi_1_B,286_vi,1,B,1_B,77,1.208933406
286_vi_1_C,286_vi,1,C,1_C,73,1.100400853
286_vi_1_D,286_vi,1,D,1_D,93,1.964940264
286_vi_1_E,286_vi,1,E,1_E,92,1.882755521
286_vi_2_A,286_vi,2,A,2_A,87,1.579496866
286_vi_2_B,286_vi,2,B,2_B,75,1.152803971
286_vi_2_C,286_vi,2,C,2_C,85,1.488350273
286_vi_2_D,286_vi,2,D,2_D,97,2.479052609
286_vi_2_E,286_vi,2,E,2_E,89,1.684766167
286_vi_3_A,286_vi,3,A,3_A,84,1.446905122
286_vi_3_B,286_vi,3,B,3_B,66,0.939363725
286_vi_3_C,286_vi,3,C,3_C,82,1.370652975
286_vi_3_D,286_vi,3,D,3_D,85,1.488350273
286_vi_3_E,286_vi,3,E,3_E,81,1.3353582
286_vi_4_A,286_vi,4,A,4_A,90,1.744356465
286_vi_4_B,286_vi,4,B,4_B,61,0.839964126
286_vi_4_C,286_vi,4,C,4_C,74,1.126173688
286_vi_4_D,286_vi,4,D,4_D,94,2.059324464
286_vi_4_E,286_vi,4,E,4_E,94,2.059324464
286_vi_5_A,286_vi,5,A,5_A,93,1.964940264
286_vi_5_B,286_vi,5,B,5_B,73,1.100400853
286_vi_5_C,286_vi,5,C,5_C,86,1.532416977
286_vi_5_D,286_vi,5,D,5_D,94,2.059324464
286_vi_5_E,286_vi,5,E,5_E,92,1.882755521
29_i_1_A,29_i,1,A,1_A,74,1.126570428
29_i_1_B,29_i,1,B,1_B,50,0.651073627
29_i_1_C,29_i,1,C,1_C,44,0.559718885
29_i_1_D,29_i,1,D,1_D,78,1.239041656
29_i_1_E,29_i,1,E,1_E,70,1.027981402
29_i_2_A,29_i,2,A,2_A,80,1.302147255
29_i_2_B,29_i,2,B,2_B,32,0.393089879
29_i_2_C,29_i,2,C,2_C,32,0.393089879
29_i_2_D,29_i,2,D,2_D,80,1.302147255
29_i_2_E,29_i,2,E,2_E,80,1.302147255
29_i_3_A,29_i,3,A,3_A,80,1.302147255
29_i_3_B,29_i,3,B,3_B,36,0.44670986
29_i_3_C,29_i,3,C,3_C,42,0.530633915
29_i_3_D,29_i,3,D,3_D,78,1.239041656
29_i_3_E,29_i,3,E,3_E,74,1.126570428
29_i_4_A,29_i,4,A,4_A,78,1.239041656
29_i_4_B,29_i,4,B,4_B,32,0.393089879
29_i_4_C,29_i,4,C,4_C,40,0.502136465
29_i_4_D,29_i,4,D,4_D,74,1.126570428
29_i_4_E,29_i,4,E,4_E,70,1.027981402
29_i_5_A,29_i,5,A,5_A,72,1.075800294
29_i_5_B,29_i,5,B,5_B,28,0.340979638
29_i_5_C,29_i,5,C,5_C,40,0.502136465
29_i_5_D,29_i,5,D,5_D,70,1.027981402
29_i_5_E,29_i,5,E,5_E,72,1.075800294
328_i_1_A,328_i,1,A,1_A,90,1.744970984
328_i_1_B,328_i,1,B,1_B,56,0.75007535
328_i_1_C,328_i,1,C,1_C,62,0.859323525
328_i_1_D,328_i,1,D,1_D,74,1.126570428
328_i_1_E,328_i,1,E,1_E,92,1.883418797
328_i_2_A,328_i,2,A,2_A,82,1.371135842
328_i_2_B,328_i,2,B,2_B,62,0.859323525
328_i_2_C,328_i,2,C,2_C,84,1.447414852
328_i_2_D,328_i,2,D,2_D,80,1.302147255
328_i_2_E,328_i,2,E,2_E,78,1.239041656
328_i_3_A,328_i,3,A,3_A,86,1.532956832
328_i_3_B,328_i,3,B,3_B,60,0.821563446
328_i_3_C,328_i,3,C,3_C,90,1.744970984
328_i_3_D,328_i,3,D,3_D,90,1.744970984
328_i_3_E,328_i,3,E,3_E,94,2.060049943
328_i_4_A,328_i,4,A,4_A,84,1.447414852
328_i_4_B,328_i,4,B,4_B,54,0.716084799
328_i_4_C,328_i,4,C,4_C,68,0.982720273
328_i_4_D,328_i,4,D,4_D,80,1.302147255
328_i_4_E,328_i,4,E,4_E,72,1.075800294
328_i_5_A,328_i,5,A,5_A,88,1.630649953
328_i_5_B,328_i,5,B,5_B,76,1.180779378
328_i_5_C,328_i,5,C,5_C,76,1.180779378
328_i_5_D,328_i,5,D,5_D,74,1.126570428
328_i_5_E,328_i,5,E,5_E,80,1.302147255
365_i_1_A,365_i,1,A,1_A,78,1.239041656
365_i_1_B,365_i,1,B,1_B,36,0.44670986
365_i_1_C,365_i,1,C,1_C,44,0.559718885
365_i_1_D,365_i,1,D,1_D,82,1.371135842
365_i_1_E,365_i,1,E,1_E,84,1.447414852
365_i_2_A,365_i,2,A,2_A,76,1.180779378
365_i_2_B,365_i,2,B,2_B,44,0.559718885
365_i_2_C,365_i,2,C,2_C,52,0.683115634
365_i_2_D,365_i,2,D,2_D,80,1.302147255
365_i_2_E,365_i,2,E,2_E,82,1.371135842
365_i_3_A,365_i,3,A,3_A,84,1.447414852
365_i_3_B,365_i,3,B,3_B,58,0.785194199
365_i_3_C,365_i,3,C,3_C,54,0.716084799
365_i_3_D,365_i,3,D,3_D,84,1.447414852
365_i_3_E,365_i,3,E,3_E,84,1.447414852
365_i_4_A,365_i,4,A,4_A,78,1.239041656
365_i_4_B,365_i,4,B,4_B,40,0.502136465
365_i_4_C,365_i,4,C,4_C,46,0.589445917
365_i_4_D,365_i,4,D,4_D,86,1.532956832
365_i_4_E,365_i,4,E,4_E,82,1.371135842
365_i_5_A,365_i,5,A,5_A,76,1.180779378
365_i_5_B,365_i,5,B,5_B,38,0.474176905
365_i_5_C,365_i,5,C,5_C,46,0.589445917
365_i_5_D,365_i,5,D,5_D,78,1.239041656
365_i_5_E,365_i,5,E,5_E,82,1.371135842
365_vi_1_A,365_vi,1,A,1_A,76,1.180363548
365_vi_1_B,365_vi,1,B,1_B,36,0.446552544
365_vi_1_C,365_vi,1,C,1_C,42,0.530447043
365_vi_1_D,365_vi,1,D,1_D,78,1.238605308
365_vi_1_E,365_vi,1,E,1_E,80,1.301688683
365_vi_2_A,365_vi,2,A,2_A,78,1.238605308
365_vi_2_B,365_vi,2,B,2_B,42,0.530447043
365_vi_2_C,365_vi,2,C,2_C,46,0.589238334
365_vi_2_D,365_vi,2,D,2_D,70,1.027619382
365_vi_2_E,365_vi,2,E,2_E,74,1.126173688
365_vi_3_A,365_vi,3,A,3_A,82,1.370652975
365_vi_3_B,365_vi,3,B,3_B,48,0.619656928
365_vi_3_C,365_vi,3,C,3_C,54,0.715832618
365_vi_3_D,365_vi,3,D,3_D,74,1.126173688
365_vi_3_E,365_vi,3,E,3_E,80,1.301688683
365_vi_4_A,365_vi,4,A,4_A,76,1.180363548
365_vi_4_B,365_vi,4,B,4_B,38,0.474009916
365_vi_4_C,365_vi,4,C,4_C,40,0.50195963
365_vi_4_D,365_vi,4,D,4_D,80,1.301688683
365_vi_4_E,365_vi,4,E,4_E,76,1.180363548
365_vi_5_A,365_vi,5,A,5_A,76,1.180363548
365_vi_5_B,365_vi,5,B,5_B,38,0.474009916
365_vi_5_C,365_vi,5,C,5_C,44,0.559521771
365_vi_5_D,365_vi,5,D,5_D,76,1.180363548
365_vi_5_E,365_vi,5,E,5_E,78,1.238605308
371_i_1_A,371_i,1,A,1_A,78,1.239041656
371_i_1_B,371_i,1,B,1_B,50,0.651073627
371_i_1_C,371_i,1,C,1_C,60,0.821563446
371_i_1_D,371_i,1,D,1_D,80,1.302147255
371_i_1_E,371_i,1,E,1_E,84,1.447414852
371_i_2_A,371_i,2,A,2_A,68,0.982720273
371_i_2_B,371_i,2,B,2_B,40,0.502136465
371_i_2_C,371_i,2,C,2_C,60,0.821563446
371_i_2_D,371_i,2,D,2_D,74,1.126570428
371_i_2_E,371_i,2,E,2_E,80,1.302147255
371_i_3_A,371_i,3,A,3_A,74,1.126570428
371_i_3_B,371_i,3,B,3_B,68,0.982720273
371_i_3_C,371_i,3,C,3_C,72,1.075800294
371_i_3_D,371_i,3,D,3_D,74,1.126570428
371_i_3_E,371_i,3,E,3_E,74,1.126570428
371_i_4_A,371_i,4,A,4_A,84,1.447414852
371_i_4_B,371_i,4,B,4_B,20,0.240291904
371_i_4_C,371_i,4,C,4_C,44,0.559718885
371_i_4_D,371_i,4,D,4_D,62,0.859323525
371_i_4_E,371_i,4,E,4_E,74,1.126570428
371_i_5_A,371_i,5,A,5_A,76,1.180779378
371_i_5_B,371_i,5,B,5_B,50,0.651073627
371_i_5_C,371_i,5,C,5_C,58,0.785194199
371_i_5_D,371_i,5,D,5_D,80,1.302147255
371_i_5_E,371_i,5,E,5_E,70,1.027981402
382_i_1_A,382_i,1,A,1_A,86,1.532416977
382_i_1_B,382_i,1,B,1_B,42,0.530447043
382_i_1_C,382_i,1,C,1_C,60,0.82127412
382_i_1_D,382_i,1,D,1_D,84,1.446905122
382_i_1_E,382_i,1,E,1_E,78,1.238605308
382_i_2_A,382_i,2,A,2_A,88,1.630075694
382_i_2_B,382_i,2,B,2_B,46,0.589238334
382_i_2_C,382_i,2,C,2_C,56,0.749811199
382_i_2_D,382_i,2,D,2_D,92,1.882755521
382_i_2_E,382_i,2,E,2_E,78,1.238605308
382_i_3_A,382_i,3,A,3_A,76,1.180363548
382_i_3_B,382_i,3,B,3_B,50,0.650844341
382_i_3_C,382_i,3,C,3_C,58,0.78491768
382_i_3_D,382_i,3,D,3_D,80,1.301688683
382_i_3_E,382_i,3,E,3_E,80,1.301688683
382_i_4_A,382_i,4,A,4_A,90,1.744356465
382_i_4_B,382_i,4,B,4_B,44,0.559521771
382_i_4_C,382_i,4,C,4_C,40,0.50195963
382_i_4_D,382_i,4,D,4_D,82,1.370652975
382_i_4_E,382_i,4,E,4_E,84,1.446905122
382_i_5_A,382_i,5,A,5_A,84,1.446905122
382_i_5_B,382_i,5,B,5_B,38,0.474009916
382_i_5_C,382_i,5,C,5_C,44,0.559521771
382_i_5_D,382_i,5,D,5_D,78,1.238605308
382_i_5_E,382_i,5,E,5_E,80,1.301688683
5_i_1_A,5_i,1,A,1_A,92,1.883418797
5_i_1_B,5_i,1,B,1_B,76,1.180779378
5_i_1_C,5_i,1,C,1_C,80,1.302147255
5_i_1_D,5_i,1,D,1_D,86,1.532956832
5_i_1_E,5_i,1,E,1_E,86,1.532956832
5_i_2_A,5_i,2,A,2_A,88,1.630649953
5_i_2_B,5_i,2,B,2_B,74,1.126570428
5_i_2_C,5_i,2,C,2_C,78,1.239041656
5_i_2_D,5_i,2,D,2_D,84,1.447414852
5_i_2_E,5_i,2,E,2_E,92,1.883418797
5_i_3_A,5_i,3,A,3_A,84,1.447414852
5_i_3_B,5_i,3,B,3_B,44,0.559718885
5_i_3_C,5_i,3,C,3_C,70,1.027981402
5_i_3_D,5_i,3,D,3_D,94,2.060049943
5_i_3_E,5_i,3,E,3_E,92,1.883418797
5_i_4_A,5_i,4,A,4_A,96,2.306420185
5_i_4_B,5_i,4,B,4_B,80,1.302147255
5_i_4_C,5_i,4,C,4_C,72,1.075800294
5_i_4_D,5_i,4,D,4_D,92,1.883418797
5_i_4_E,5_i,4,E,4_E,96,2.306420185
5_i_5_A,5_i,5,A,5_A,80,1.302147255
5_i_5_B,5_i,5,B,5_B,72,1.075800294
5_i_5_C,5_i,5,C,5_C,52,0.683115634
5_i_5_D,5_i,5,D,5_D,90,1.744970984
5_i_5_E,5_i,5,E,5_E,90,1.744970984
61_i_1_A,61_i,1,A,1_A,82,1.371135842
61_i_1_B,61_i,1,B,1_B,36,0.44670986
61_i_1_C,61_i,1,C,1_C,44,0.559718885
61_i_1_D,61_i,1,D,1_D,82,1.371135842
61_i_1_E,61_i,1,E,1_E,84,1.447414852
61_i_2_A,61_i,2,A,2_A,80,1.302147255
61_i_2_B,61_i,2,B,2_B,42,0.530633915
61_i_2_C,61_i,2,C,2_C,42,0.530633915
61_i_2_D,61_i,2,D,2_D,82,1.371135842
61_i_2_E,61_i,2,E,2_E,86,1.532956832
61_i_3_A,61_i,3,A,3_A,60,0.821563446
61_i_3_B,61_i,3,B,3_B,44,0.559718885
61_i_3_C,61_i,3,C,3_C,50,0.651073627
61_i_3_D,61_i,3,D,3_D,82,1.371135842
61_i_3_E,61_i,3,E,3_E,80,1.302147255
61_i_4_A,61_i,4,A,4_A,70,1.027981402
61_i_4_B,61_i,4,B,4_B,33,0.406342506
61_i_4_C,61_i,4,C,4_C,36,0.44670986
61_i_4_D,61_i,4,D,4_D,76,1.180779378
61_i_4_E,61_i,4,E,4_E,78,1.239041656
61_i_5_A,61_i,5,A,5_A,82,1.371135842
61_i_5_B,61_i,5,B,5_B,54,0.716084799
61_i_5_C,61_i,5,C,5_C,52,0.683115634
61_i_5_D,61_i,5,D,5_D,78,1.239041656
61_i_5_E,61_i,5,E,5_E,80,1.302147255
7_i_1_A,7_i,1,A,1_A,74,1.126570428
7_i_1_B,7_i,1,B,1_B,44,0.559718885
7_i_1_C,7_i,1,C,1_C,72,1.075800294
7_i_1_D,7_i,1,D,1_D,84,1.447414852
7_i_1_E,7_i,1,E,1_E,86,1.532956832
7_i_2_A,7_i,2,A,2_A,90,1.744970984
7_i_2_B,7_i,2,B,2_B,50,0.651073627
7_i_2_C,7_i,2,C,2_C,74,1.126570428
7_i_2_D,7_i,2,D,2_D,96,2.306420185
7_i_2_E,7_i,2,E,2_E,98,2.723218536
7_i_3_A,7_i,3,A,3_A,74,1.126570428
7_i_3_B,7_i,3,B,3_B,14,0.167034225
7_i_3_C,7_i,3,C,3_C,56,0.75007535
7_i_3_D,7_i,3,D,3_D,78,1.239041656
7_i_3_E,7_i,3,E,3_E,82,1.371135842
7_i_4_A,7_i,4,A,4_A,90,1.744970984
7_i_4_B,7_i,4,B,4_B,50,0.651073627
7_i_4_C,7_i,4,C,4_C,90,1.744970984
7_i_4_D,7_i,4,D,4_D,96,2.306420185
7_i_4_E,7_i,4,E,4_E,98,2.723218536
7_i_5_A,7_i,5,A,5_A,90,1.744970984
7_i_5_B,7_i,5,B,5_B,36,0.44670986
7_i_5_C,7_i,5,C,5_C,60,0.821563446
7_i_5_D,7_i,5,D,5_D,84,1.447414852
7_i_5_E,7_i,5,E,5_E,96,2.306420185
71_vi_1_A,71_vi,1,A,1_A,90,1.744356465
71_vi_1_B,71_vi,1,B,1_B,60,0.82127412
71_vi_1_C,71_vi,1,C,1_C,60,0.82127412
71_vi_1_D,71_vi,1,D,1_D,84,1.446905122
71_vi_1_E,71_vi,1,E,1_E,76,1.180363548
71_vi_2_A,71_vi,2,A,2_A,90,1.744356465
71_vi_2_B,71_vi,2,B,2_B,56,0.749811199
71_vi_2_C,71_vi,2,C,2_C,62,0.859020901
71_vi_2_D,71_vi,2,D,2_D,90,1.744356465
71_vi_2_E,71_vi,2,E,2_E,78,1.238605308
71_vi_3_A,71_vi,3,A,3_A,78,1.238605308
71_vi_3_B,71_vi,3,B,3_B,58,0.78491768
71_vi_3_C,71_vi,3,C,3_C,60,0.82127412
71_vi_3_D,71_vi,3,D,3_D,86,1.532416977
71_vi_3_E,71_vi,3,E,3_E,80,1.301688683
71_vi_4_A,71_vi,4,A,4_A,94,2.059324464
71_vi_4_B,71_vi,4,B,4_B,44,0.559521771
71_vi_4_C,71_vi,4,C,4_C,50,0.650844341
71_vi_4_D,71_vi,4,D,4_D,90,1.744356465
71_vi_4_E,71_vi,4,E,4_E,88,1.630075694
71_vi_5_A,71_vi,5,A,5_A,84,1.446905122
71_vi_5_B,71_vi,5,B,5_B,40,0.50195963
71_vi_5_C,71_vi,5,C,5_C,50,0.650844341
71_vi_5_D,71_vi,5,D,5_D,84,1.446905122
71_vi_5_E,71_vi,5,E,5_E,82,1.370652975
72_i_1_A,72_i,1,A,1_A,72,1.075421434
72_i_1_B,72_i,1,B,1_B,44,0.559521771
72_i_1_C,72_i,1,C,1_C,46,0.589238334
72_i_1_D,72_i,1,D,1_D,78,1.238605308
72_i_1_E,72_i,1,E,1_E,72,1.075421434
72_i_2_A,72_i,2,A,2_A,82,1.370652975
72_i_2_B,72_i,2,B,2_B,34,0.41954586
72_i_2_C,72_i,2,C,2_C,34,0.41954586
72_i_2_D,72_i,2,D,2_D,82,1.370652975
72_i_2_E,72_i,2,E,2_E,80,1.301688683
72_i_3_A,72_i,3,A,3_A,80,1.301688683
72_i_3_B,72_i,3,B,3_B,32,0.392951447
72_i_3_C,72_i,3,C,3_C,46,0.589238334
72_i_3_D,72_i,3,D,3_D,74,1.126173688
72_i_3_E,72_i,3,E,3_E,78,1.238605308
72_i_4_A,72_i,4,A,4_A,80,1.301688683
72_i_4_B,72_i,4,B,4_B,36,0.446552544
72_i_4_C,72_i,4,C,4_C,46,0.589238334
72_i_4_D,72_i,4,D,4_D,76,1.180363548
72_i_4_E,72_i,4,E,4_E,78,1.238605308
72_i_5_A,72_i,5,A,5_A,76,1.180363548
72_i_5_B,72_i,5,B,5_B,30,0.366733715
72_i_5_C,72_i,5,C,5_C,46,0.589238334
72_i_5_D,72_i,5,D,5_D,72,1.075421434
72_i_5_E,72_i,5,E,5_E,74,1.126173688
73_i_1_A,73_i,1,A,1_A,84,1.447414852
73_i_1_B,73_i,1,B,1_B,48,0.619875227
73_i_1_C,73_i,1,C,1_C,50,0.651073627
73_i_1_D,73_i,1,D,1_D,76,1.180779378
73_i_1_E,73_i,1,E,1_E,80,1.302147255
73_i_2_A,73_i,2,A,2_A,80,1.302147255
73_i_2_B,73_i,2,B,2_B,36,0.44670986
73_i_2_C,73_i,2,C,2_C,54,0.716084799
73_i_2_D,73_i,2,D,2_D,80,1.302147255
73_i_2_E,73_i,2,E,2_E,80,1.302147255
73_i_3_A,73_i,3,A,3_A,64,0.89863719
73_i_3_B,73_i,3,B,3_B,48,0.619875227
73_i_3_C,73_i,3,C,3_C,38,0.474176905
73_i_3_D,73_i,3,D,3_D,74,1.126570428
73_i_3_E,73_i,3,E,3_E,78,1.239041656
73_i_4_A,73_i,4,A,4_A,74,1.126570428
73_i_4_B,73_i,4,B,4_B,44,0.559718885
73_i_4_C,73_i,4,C,4_C,40,0.502136465
73_i_4_D,73_i,4,D,4_D,74,1.126570428
73_i_4_E,73_i,4,E,4_E,78,1.239041656
73_i_5_A,73_i,5,A,5_A,80,1.302147255
73_i_5_B,73_i,5,B,5_B,40,0.502136465
73_i_5_C,73_i,5,C,5_C,50,0.651073627
73_i_5_D,73_i,5,D,5_D,78,1.239041656
73_i_5_E,73_i,5,E,5_E,76,1.180779378
76_vi_1_A,76_vi,1,A,1_A,74,1.126173688
76_vi_1_B,76_vi,1,B,1_B,50,0.650844341
76_vi_1_C,76_vi,1,C,1_C,52,0.682875064
76_vi_1_D,76_vi,1,D,1_D,78,1.238605308
76_vi_1_E,76_vi,1,E,1_E,80,1.301688683
76_vi_2_A,76_vi,2,A,2_A,72,1.075421434
76_vi_2_B,76_vi,2,B,2_B,42,0.530447043
76_vi_2_C,76_vi,2,C,2_C,50,0.650844341
76_vi_2_D,76_vi,2,D,2_D,74,1.126173688
76_vi_2_E,76_vi,2,E,2_E,82,1.370652975
76_vi_3_A,76_vi,3,A,3_A,76,1.180363548
76_vi_3_B,76_vi,3,B,3_B,44,0.559521771
76_vi_3_C,76_vi,3,C,3_C,50,0.650844341
76_vi_3_D,76_vi,3,D,3_D,80,1.301688683
76_vi_3_E,76_vi,3,E,3_E,74,1.126173688
76_vi_4_A,76_vi,4,A,4_A,78,1.238605308
76_vi_4_B,76_vi,4,B,4_B,42,0.530447043
76_vi_4_C,76_vi,4,C,4_C,48,0.619656928
76_vi_4_D,76_vi,4,D,4_D,82,1.370652975
76_vi_4_E,76_vi,4,E,4_E,76,1.180363548
76_vi_5_A,76_vi,5,A,5_A,70,1.027619382
76_vi_5_B,76_vi,5,B,5_B,48,0.619656928
76_vi_5_C,76_vi,5,C,5_C,56,0.749811199
76_vi_5_D,76_vi,5,D,5_D,72,1.075421434
